,std_AP_COM,std_ML_COM,std_vertical_COM,std_AP_vCOM,std_ML_vCOM,std_vertical_vCOM,max_AP_vCOM,max_ML_vCOM,std_vertical_aCOM,max_ML_aCOM,max_AP_aCOM,SS_duration_ratio,DS_duration_ratio,std_length,std_width,max_clearance,std_AP_COP,std_ML_COP,std_ML_vCOP,max_ML_vCOP,std_AP_vCOP,max_AP_vCOP,std_AP_aCOP,std_ML_aCOP,std_AP_xCOM,std_ML_xCOM,std_vertical_xCOM,mean_AP_MOS,mean_ML_MOS,std_AP_MOS,std_ML_MOS,mean_ML_SS_MOS,mean_ML_DS_MOS,max_ML_MOS,min_AP_MOS,min_ML_MOS,ROM_ML_MOS,mean_AP_IA,mean_ML_IA,std_AP_IA,std_ML_IA,target_performance
10,190.8988,5.9395,12.8404,275.0379,224.5019,331.3551,2238.2232,421.471,18643.8343,141122.9847,214146.6774,0.65138,0.34862,207.7633,27.5633,112.5036,0.14868,0.047625,3.2207,5.8315,6.9809,12.6561,3686.8292,1654.9813,0.18623,0.030385,0.047438,-194.163,-8.6475,88.507,85.0475,-60.0953,87.4785,135.8087,-400.4029,-122.8835,258.6921,1.5749,-5.226,6.1518,2.6685,Good
11,188.3538,10.706,12.1754,319.9743,201.4516,311.7363,2204.5811,630.7063,26326.459,267796.2666,170608.3764,0.81081,0.18919,205.4636,32.3641,137.8954,0.15584,0.053488,3.4353,31.068,7.9969,12.1999,4332.6453,1835.3447,0.18701,0.021052,0.04457,-234.5777,-29.6385,136.9188,61.5564,-55.6446,81.8161,109.4753,-567.2836,-95.5306,205.0059,1.3427,5.057,6.5573,2.8036,Good
12,190.5316,6.3043,11.8078,289.3629,148.8135,293.0445,2129.782,350.5751,17844.081,180038.5649,172107.6776,0.83784,0.16216,204.513,25.4867,111.3776,0.0321,0.023541,1.4016,1.5272,1.9227,2.104,919.2693,676.856,0.1808,0.016526,0.041006,-299.5399,-8.5886,186.4027,46.4276,-23.9004,70.5226,100.3139,-797.2255,-119.4657,219.7796,13.1346,2.7459,0.46076,1.7946,Good
13,162.9226,5.0871,9.9753,267.1405,160.2183,301.2427,3354.1855,337.6273,24100.4565,209909.1629,186888.413,0.89,0.11,195.8876,24.4123,126.0096,0.052391,0.0042216,0.28007,2.4718,0.69242,5.9919,1351.1455,543.6066,0.16699,0.024649,0.042974,-209.3424,-37.8154,118.644,54.2205,-55.5961,106.0459,121.266,-483.8016,-87.3376,208.6036,0.29709,-5.3285,6.9969,0.17717,Good
14,195.945,9.2915,13.1242,261.9884,200.5656,333.771,3388.2173,532.3072,20837.0228,169323.6366,150832.9857,0.80508,0.19492,210.828,21.1547,112.7481,0.14599,0.043185,2.2848,15.4082,5.5447,38.4508,2426.921,977.9414,0.19638,0.021078,0.046694,-248.286,-7.1783,141.2998,50.1357,-27.2509,75.7304,116.4207,-589.6452,-108.4945,224.9151,-2.7475,3.8927,6.6241,2.2082,Good
15,190.3257,3.6134,11.3357,354.0734,151.484,299.7247,3602.9788,337.8241,17498.3566,198653.4291,380488.9227,0.67273,0.32727,211.0389,16.225,127.7352,0.17518,0.045072,2.5841,3.2208,8.4306,76.6292,4351.3072,1321.3701,0.17777,0.018351,0.040998,-252.2537,-7.1783,209.4701,79.925,-57.4715,96.2021,136.487,-867.8629,-128.6706,265.1576,-2.1009,-4.6667,7.2704,2.6216,Good
16,190.8324,5.0219,10.8429,299.5348,208.6549,294.767,3403.4303,531.4532,18294.6561,180755.7563,367959.6474,0.65766,0.34234,204.0364,22.0622,113.4525,0.14591,0.040157,3.2719,27.7862,8.2693,71.3268,4147.2791,1619.2226,0.18542,0.028097,0.041225,-239.1302,-8.9747,174.6023,79.1643,-54.9529,79.3519,131.0375,-803.3026,-132.6326,263.6701,-1.5715,4.5171,6.8788,2.2914,Good
17,202.0481,11.6423,13.8953,335.4685,216.611,356.9452,2357.7916,683.191,27149.0639,215665.8584,234686.6663,0.90435,0.095652,219.543,18.8321,154.1386,0.056641,0.0084454,0.19805,0.68536,0.40427,0.61138,55.3782,36.8343,0.2009,0.022774,0.04867,-271.9853,-28.822,161.705,42.8007,-39.9385,76.2798,109.901,-669.0298,-88.2623,198.1633,-1.4112,5.151,9.1815,0.3172,Good
18,204.8231,5.7345,11.8261,350.9641,149.2711,302.3378,2557.6059,241.1439,18072.735,117300.4809,145433.0391,0.71171,0.28829,218.8323,15.7855,126.5292,0.18963,0.044906,2.8326,4.4698,8.8833,14.3721,4831.0549,1510.7472,0.18385,0.016587,0.041703,-248.4501,-1.3973,119.4702,60.4695,-33.0507,76.7471,118.3933,-576.7612,-111.3644,229.7577,1.333,-3.8411,7.5027,2.5234,Good
19,194.5788,4.4552,11.9764,336.5058,175.9816,309.4738,2306.7053,334.237,27180.0119,262618.0079,146457.1159,0.8125,0.1875,211.872,19.5955,136.8506,0.1749,0.040497,2.6678,25.0329,9.1558,7.3076,5164.9008,1502.2331,0.18355,0.024356,0.042731,-234.7016,-29.5493,129.6923,57.064,-51.6851,66.3727,105.7041,-542.4942,-103.3391,209.0432,0.57634,4.2405,7.196,2.355,Good
20,183.9591,8.375,11.4174,303.0983,166.0832,302.6516,2172.1367,277.8547,20173.8801,196602.8424,209207.8397,0.81982,0.18018,203.4743,21.556,113.287,0.027463,0.019131,1.1341,2.1145,1.6261,3.0003,713.3953,504.1695,0.17718,0.016843,0.041984,-276.0818,-14.4514,184.4863,55.0036,-35.87,83.0029,127.1164,-791.302,-125.2751,252.3915,13.8768,2.5507,0.70997,1.3298,Good
21,198.9403,6.532,11.8854,327.285,190.5749,325.7704,3674.0902,273.9006,23152.412,323529.7505,363606.8795,0.92857,0.071429,213.6016,19.622,138.9398,0.0,0.0,0.0,0.0,0.0,0.0,163.7679,231.0211,0.19641,0.021142,0.044946,-247.1213,-39.1388,146.779,45.8891,-50.7172,111.3792,127.5449,-595.487,-83.6022,211.1471,9.01402956521739,9.01402956521739,9.01402956521739,9.01402956521739,Good
22,201.7757,5.2832,12.7786,289.2136,222.1199,351.3128,3764.4023,864.1536,20278.9388,311823.3995,118779.8207,0.63636,0.36364,217.0154,17.2103,118.3653,0.073068,0.019004,1.4751,12.205,1.1483,9.0983,1030.8569,818.8335,0.19698,0.027433,0.047466,-210.4197,15.9247,96.1391,64.2105,-26.5754,90.2999,125.6949,-439.8776,-116.8844,242.5793,0.30657,4.0465,8.1525,0.77033,Good
23,209.7086,8.1901,13.0676,355.0488,207.9945,347.267,3798.7581,343.1456,19659.0728,241479.3683,172439.3003,0.82759,0.17241,222.1283,23.4909,137.7044,0.19635,0.051059,4.7958,37.5925,16.597,79.5469,9941.7878,2935.5117,0.20772,0.022351,0.046821,-337.5403,-24.6614,226.5846,58.1264,-47.6988,85.9183,129.7664,-871.6983,-122.0264,251.7927,-3.3131,-4.1096,8.3382,2.7597,Good
24,179.5054,10.2758,13.3033,339.3351,265.681,334.0876,2245.5997,857.3475,31108.3454,209572.0087,81698.6458,0.76636,0.23364,199.453,23.2781,101.1402,0.23734,0.012366,2.581,26.7278,76.0987,786.4439,47236.4506,1619.2727,0.16275,0.027772,0.044194,-213.4913,-4.3775,110.4014,42.9589,-15.0528,30.6372,116.0765,-515.1881,-100.9049,216.9814,-1.1098,3.6202,8.7507,0.31094,Bad
25,191.4005,7.9517,10.7037,344.8921,248.2425,275.7861,2307.7349,291.5782,17132.8768,120130.6431,102606.1749,0.66667,0.33333,199.8966,14.3783,124.3981,0.19607,0.046124,1.8105,1.8553,6.0999,6.0521,2589.1904,779.6404,0.17424,0.028535,0.037333,-186.6331,-0.24194,74.3656,57.343,-27.6012,54.4765,107.4904,-380.6897,-109.2617,216.7521,4.0345,-3.5459,7.4948,2.8075,Bad
26,173.0502,6.5735,13.3546,364.0946,246.3972,351.0719,2080.0471,1212.7966,30723.4651,426640.1154,110937.8439,0.69444,0.30556,195.5702,11.8565,105.7346,0.19046,0.050768,1.6994,7.3748,5.8581,0.051844,1023.0657,360.5485,0.16132,0.029854,0.047749,-140.868,0.04901,71.9917,66.6523,-27.2267,62.0393,135.8402,-316.9277,-130.6017,266.4419,2.6393,3.0283,9.006,3.2403,Bad
27,178.9146,8.4205,11.8105,325.0723,295.4351,300.053,2001.9595,449.9115,17422.4634,83391.6887,88923.4308,0.77982,0.22018,191.9874,18.8857,126.6986,0.16078,0.047473,1.9599,0.94547,4.9285,2.0153,1793.0161,721.0791,0.16462,0.035334,0.03999,-205.7012,-22.431,117.9623,59.4105,-46.3489,62.2785,130.4897,-514.9032,-123.8753,254.365,3.5298,-4.517,6.6272,2.9154,Bad
28,174.7142,13.7338,13.3312,339.8359,275.8195,355.7334,3179.0425,411.3191,29502.8363,431076.0248,331409.3526,0.90265,0.097345,194.8356,28.8547,129.3045,0.34131,0.025872,2.9227,0.14507,42.1602,1.3494,27019.4956,1875.0002,0.16983,0.026559,0.047744,-159.682,-5.1807,118.5615,39.1081,-12.6682,64.249,113.0118,-435.2167,-103.3946,216.4064,-1.7995,-5.2514,7.7492,0.58216,Bad
29,177.4535,9.1498,11.2749,340.3342,280.612,311.8756,3334.7147,663.3075,28915.6825,227442.0002,206274.5303,0.81818,0.18182,191.042,11.4312,85.9704,0.15558,0.043717,2.0341,11.9749,5.9261,36.3503,2202.7174,733.9489,0.17116,0.030886,0.041541,-198.7404,-15.6908,109.9366,40.3926,-19.6921,2.3149,110.7467,-465.7019,-102.5479,213.2946,-3.3196,3.1047,7.0085,2.5699,Bad
30,189.2311,12.8884,13.7812,369.8721,297.4434,333.8436,3331.8553,523.4166,25334.3945,195193.6975,144162.3201,0.73554,0.26446,204.6703,13.8744,142.9986,0.13782,0.040206,1.6717,0.36048,5.21,36.3503,1372.9297,445.2299,0.18654,0.030055,0.04442,-192.2531,8.7121,121.3906,40.0845,-1.6726,37.5947,118.3337,-548.3819,-102.3402,220.6739,-3.628,-3.3024,7.9117,2.0274,Bad
31,194.3052,8.3098,11.0778,343.2567,312.2894,319.017,3950.949,835.9627,25105.8433,164838.7952,190450.4205,0.64706,0.35294,209.7491,17.3317,101.3987,0.19909,0.03885,1.6952,12.9342,6.4112,48.7669,2563.9152,672.1615,0.19025,0.035526,0.041549,-291.4254,-9.3854,225.965,68.5241,-45.6992,57.1899,122.2636,-903.0765,-122.809,245.0726,-4.2528,2.7385,7.8187,2.286,Bad
32,173.5967,10.4932,12.4334,298.791,312.5208,319.2494,2244.3414,860.2997,33675.2497,320835.3491,153726.72,0.70909,0.29091,190.973,17.6836,90.652,0.052455,0.0024374,0.12414,0.56744,0.41748,0.25016,45.795,16.4123,0.16954,0.033133,0.039448,-147.4145,4.0179,68.9781,57.7233,-17.6029,56.7185,127.322,-334.0278,-124.9358,252.2578,-1.5085,3.9304,8.7532,0.76644,Bad
33,173.364,8.7147,10.1897,362.4235,323.4043,283.0657,2162.9866,529.9241,19102.9638,217561.1846,169214.0457,0.8,0.2,191.4223,21.581,128.5265,0.15773,0.043761,1.9613,2.9896,4.936,1.9843,2375.6474,945.4813,0.15612,0.037213,0.03672,-170.6221,-21.7274,99.7209,56.553,-42.8526,62.7737,124.4211,-446.5994,-120.4571,244.8782,3.0078,-4.3423,6.7021,2.6436,Bad
34,176.4383,10.6358,14.6254,336.5744,315.3405,372.8048,2018.5581,1270.108,29399.0381,340138.6019,117116.5448,0.72269,0.27731,194.5572,20.3578,102.9245,0.12056,0.039141,5.3716,54.9457,13.5663,3.6512,8690.658,3430.9293,0.17121,0.033885,0.048905,-105.6566,-1.3208,66.4226,66.7555,-34.602,85.4119,138.783,-287.7101,-103.3578,242.1409,1.8391,4.6641,8.727,2.3147,Bad
35,173.0088,11.7789,13.496,299.3872,308.1782,356.199,2237.8659,353.5883,30588.0065,271553.8905,105785.3046,0.85321,0.14679,192.4119,27.7372,117.4716,0.08581,0.033363,4.9943,46.6245,9.7415,84.8191,5560.5181,3011.435,0.16065,0.029521,0.044194,-197.5532,-27.7342,124.0966,44.9553,-36.5344,23.4171,102.0611,-507.0344,-119.31,221.3711,2.0658,-0.78694,8.1687,4.0072,Bad
36,167.9536,8.9648,12.81,333.8143,283.361,345.1237,3343.7966,465.1008,43312.7106,334746.8872,280524.2922,0.78704,0.21296,190.3786,25.1238,96.3286,0.046161,0.0042325,0.17175,1.1757,0.47472,1.7181,77.5812,36.6071,0.15111,0.032529,0.046815,-144.4657,-0.019355,74.1623,67.9323,-28.1426,103.9145,137.7609,-337.379,-138.8254,276.5863,0.82003,-6.0034,8.774,0.62264,Bad
37,179.1431,11.2139,11.8909,301.1318,320.1992,312.7338,3215.3807,845.6343,26084.568,172429.8034,102351.3504,0.70909,0.29091,190.8433,24.0927,118.3106,0.16798,0.055379,2.1039,14.2049,4.5877,31.1988,1773.7678,786.4367,0.17109,0.035115,0.042208,-179.6732,-7.2139,82.0796,60.102,-32.3181,53.9777,119.5496,-387.91,-111.0811,230.6306,-3.7223,3.6698,6.527,3.2154,Bad
38,169.5319,7.2974,11.678,350.3259,243.7443,326.2627,3212.4988,471.2705,18412.149,205923.7522,92001.7012,0.66355,0.33645,193.45,19.493,103.9988,0.15528,0.040307,2.0366,0.13421,5.9485,50.8981,2597.5099,885.0381,0.1528,0.027605,0.044467,-219.0185,-7.7788,207.9948,76.8507,-47.3214,70.2078,134.0117,-793.3737,-178.1961,312.2079,-2.3134,-3.4769,6.4856,2.4192,Bad
39,179.3798,11.4442,12.0549,324.362,310.2053,279.1365,3277.179,787.1818,19019.0766,93996.6035,123546.4481,0.79279,0.20721,190.5393,20.6033,126.9442,0.17043,0.049518,2.005,15.8431,5.334,41.8778,2215.2057,843.9456,0.16165,0.033419,0.036217,-281.2914,-34.189,222.7984,69.8633,-59.7988,63.7963,131.5995,-768.3564,-162.2354,293.8349,-2.2946,3.3769,6.6477,2.7955,Bad
40,164.2875,7.6785,14.1274,281.126,260.3101,396.9948,2153.6951,1021.472,33792.483,306344.6631,146258.5707,0.81651,0.18349,188.5906,17.8726,65.8342,0.04506,0.0024306,0.12697,0.4756,0.54224,0.0064465,270.7576,104.1094,0.16181,0.027791,0.048828,-116.8768,-47.7375,73.3498,76.9747,-74.5948,71.7776,135.797,-291.959,-137.5746,273.3716,0.34278,4.6083,8.7885,0.62363,Bad
41,177.3149,11.7979,13.2315,335.3623,302.1879,345.6457,2219.833,352.9047,26114.124,239660.7144,72539.6586,0.77477,0.22523,195.0596,18.9609,132.9874,0.16199,0.051573,1.8093,1.0883,4.8235,2.6319,1592.6566,608.6936,0.1661,0.02864,0.042976,-172.4634,2.4149,97.1432,52.8957,-20.3206,80.6252,121.4274,-483.4177,-115.4954,236.9228,3.4543,-4.3481,6.9157,2.8873,Bad
42,178.6418,10.6887,12.9275,374.6759,276.9534,346.1113,2135.841,621.3852,24948.4372,110797.859,178098.4709,0.72566,0.27434,199.1638,18.2125,110.4215,0.16101,0.042402,2.037,16.4485,6.4129,10.3491,2966.4608,948.3926,0.16877,0.028877,0.044061,-162.9179,5.3143,94.5991,50.7763,-10.7788,47.8831,117.8279,-451.5972,-114.7987,232.6266,2.3828,2.7166,6.7991,2.4035,Bad
43,176.8902,9.9554,11.7711,381.7658,329.4815,300.4612,2117.0185,523.2835,20543.1896,229383.9542,175238.0537,0.75893,0.24107,191.2982,14.9308,118.0231,0.16916,0.057223,4.9776,48.4144,6.1149,29.0827,2977.1839,3106.1899,0.15965,0.036887,0.037142,-176.0999,-5.8123,92.6912,51.2341,-22.7988,47.664,112.0354,-447.3586,-112.597,224.6324,0.56453,-3.3134,5.9471,3.1543,Bad
44,201.0358,15.3734,13.3176,301.5991,260.8825,343.4806,2404.2937,294.6291,30492.5333,226155.2101,140036.3576,0.73333,0.26667,220.4463,24.0015,137.9157,0.17396,0.058405,2.5967,2.4926,6.5984,5.0161,3201.255,1177.8689,0.18121,0.027806,0.052066,-264.1884,-2.3559,102.095,60.3284,-28.549,69.675,133.4421,-602.3971,-118.0934,251.5355,1.9048,-4.2684,7.0959,2.6812,Bad
45,219.8297,9.4739,13.1711,259.5944,282.4254,338.3526,2695.258,558.8176,20770.1538,215004.8108,112553.3015,0.86111,0.13889,224.9091,21.7904,122.0125,0.1808,0.053611,2.2161,16.045,6.7412,15.4608,2869.6082,936.7092,0.22028,0.040262,0.052239,-353.0649,-48.6497,171.3161,64.2599,-68.496,74.3973,103.7382,-781.3555,-158.8106,262.5487,2.9925,4.4044,7.6017,2.7523,Bad
46,207.9148,15.7808,15.9248,350.6559,281.2701,375.8679,2569.9449,579.6376,27582.4387,207324.789,155987.1677,0.89423,0.10577,228.1142,27.1713,141.6166,0.17263,0.055555,3.4232,2.1008,9.4241,6.1222,4481.8352,1614.2547,0.18229,0.030349,0.055478,-361.5627,-29.7827,174.4128,49.2656,-36.8467,29.9401,136.7864,-878.3519,-199.4431,336.2295,1.3559,-4.5675,8.1129,2.5448,Bad
47,185.5086,10.7416,10.9138,283.6645,271.3787,295.0164,2384.1462,631.2117,21086.6926,160941.8645,68969.5099,0.89623,0.10377,202.2493,17.3746,77.7561,0.14451,0.048031,1.4319,4.8278,3.5133,0.054856,1917.6946,728.9036,0.18261,0.032864,0.043368,-289.1998,-35.0113,138.3723,48.7903,-47.633,73.9948,93.9632,-628.9459,-123.8792,217.8424,1.9903,4.0593,6.0017,2.2462,Bad
48,180.8703,9.7087,11.4228,316.603,291.9829,267.5429,2128.9666,385.3142,26250.0617,268082.3821,110452.0759,0.7619,0.2381,203.9082,11.6212,131.5573,0.16555,0.049355,2.5279,1.5191,6.594,4.067,2854.9465,1085.7892,0.1527,0.037701,0.037899,-238.9034,-18.3397,118.7461,69.6886,-47.5892,75.2585,131.1416,-740.9963,-157.1349,288.2765,0.34526,-4.1596,6.0132,2.4036,Bad
49,199.3045,13.586,11.0363,233.0853,325.1959,271.3793,2205.8618,842.1557,24918.7371,248696.9926,154057.9844,0.7395,0.2605,199.0912,22.514,121.4336,0.1597,0.062594,2.6653,15.8499,6.6511,37.8684,2619.9115,1046.7909,0.19864,0.04138,0.042597,-269.1812,-29.2057,139.4628,61.368,-58.2694,53.2977,113.7028,-632.5854,-161.1028,274.8056,3.5451,4.1183,7.6212,2.9446,Bad
50,167.5344,12.3074,11.2004,258.7073,286.4151,273.3967,2187.9113,486.0056,38090.6314,241004.2653,226934.5898,0.9901,0.009901,197.4158,11.0442,134.4029,0.06216,0.020927,0.87104,0.0,2.6126,11.5632,401.444,112.8632,0.15012,0.033589,0.036531,-352.447,-62.8383,224.6693,58.5363,-64.6731,120.6392,120.6392,-866.0148,-191.404,312.0431,33.0286,1.4729,4.77,1.2995,Bad
51,196.6661,7.4817,10.1874,247.0425,263.5712,306.5283,3693.6409,585.988,25834.4787,190221.4263,182071.5927,0.90654,0.093458,198.3712,19.3459,58.0548,0.0021822,0.00070069,0.62593,5.9217,1.985,18.8093,882.1148,278.702,0.21305,0.036304,0.046251,-360.4348,-48.6773,155.5158,49.6964,-57.9661,41.4231,88.9562,-753.5516,-134.9298,223.886,4.7664,2.0912,0.45135,0.22064,Bad
52,183.098,8.4169,14.5616,370.374,262.513,335.675,3574.8024,696.7685,24201.8587,257477.8319,98238.5384,0.90291,0.097087,214.1632,18.8069,130.5242,0.090198,0.017209,0.79793,5.9217,2.5384,18.8093,747.0735,236.4165,0.15349,0.032092,0.04664,-284.5239,-35.4458,127.9004,45.2183,-44.2903,46.8078,131.8923,-800.3497,-140.0907,271.9831,1.5903,4.5588,6.8615,0.55793,Bad
53,189.5433,10.8027,9.8663,305.2016,310.2013,273.2052,3224.8112,542.5473,26290.691,144511.2837,323637.6936,0.84071,0.15929,198.1657,28.8572,115.6448,0.20028,0.071608,4.5676,32.1197,11.1199,36.9361,6096.2056,2510.2893,0.1751,0.039252,0.040642,-323.1648,-65.2526,215.0533,64.0663,-85.5071,41.6461,115.7768,-850.2474,-152.7542,268.5311,-2.2684,-4.7502,7.2326,3.6619,Bad
54,176.0397,17.4215,9.4389,269.7691,314.7941,253.1566,3234.5886,753.8053,31984.5225,210387.4812,254571.6428,0.73832,0.26168,195.5483,28.9238,126.409,0.159,0.058958,2.6542,19.1802,5.1082,36.9448,1760.4788,902.5354,0.1582,0.032551,0.036091,-278.4924,-25.5478,202.9284,82.3183,-59.8779,71.3119,135.5497,-825.1477,-206.7697,342.3193,-1.9977,4.3113,5.3174,2.5902,Bad
55,194.1777,10.224,8.7565,230.1989,280.8509,223.6215,2291.7057,603.1765,27669.42,260238.3592,107270.1135,0.86726,0.13274,195.2847,12.7309,106.821,0.2812,0.026803,5.6129,58.9731,55.5555,589.9421,34649.9146,3710.7812,0.18787,0.036284,0.032704,-282.4767,-40.2625,137.7949,58.2594,-57.3878,71.623,104.9544,-629.8246,-142.3263,247.2807,-1.6337,5.3322,8.543,0.55158,Bad
56,176.2412,10.0114,9.8225,298.2928,283.0796,243.5079,2046.9438,408.3138,27510.3771,137088.157,125350.1578,0.83019,0.16981,198.053,17.4991,129.6197,0.16404,0.050477,2.4895,1.9786,5.8858,4.5224,2257.0823,953.5714,0.15422,0.035309,0.035013,-253.5184,-24.879,104.3968,52.4821,-42.9182,63.3122,126.4924,-518.7309,-113.9842,240.4766,1.1269,-4.0231,6.0678,2.4572,Bad
57,192.018,13.4684,9.0147,209.1099,271.5982,250.6209,2356.3518,624.9912,26800.9943,162363.4064,152185.9746,0.81081,0.18919,197.1392,21.2497,118.9878,0.18077,0.057816,2.3806,18.2795,5.7956,9.8318,2552.4203,1021.1125,0.18744,0.030264,0.038248,-275.9994,-26.9581,133.6707,50.1971,-43.5472,44.1379,96.1496,-587.4159,-111.2986,207.4482,2.0648,3.2791,5.9431,2.6739,Bad
58,203.7266,4.0411,15.4376,298.2372,172.8815,409.1863,2551.6784,314.1472,29375.9661,102685.5439,80345.9304,0.71717,0.28283,214.3204,15.2969,121.8816,0.18475,0.03547,1.9848,1.2899,7.9761,5.3349,3478.5245,861.7805,0.19737,0.025486,0.063258,-300.9238,0.51314,116.719,47.188,-21.8744,57.2816,95.9724,-645.2345,-77.1923,173.1647,3.3596,-3.7566,8.9014,2.1366,Good
59,214.5429,10.1753,19.2332,298.1774,269.9124,479.6608,2583.2242,567.7177,24564.9981,211708.7191,151339.0086,0.7451,0.2549,218.5131,21.2497,100.5685,0.25937,0.045387,5.7964,11.7892,46.4108,168.9097,26296.8042,3245.9547,0.20088,0.044539,0.07327,-390.5161,-33.6794,226.018,56.6585,-57.4943,35.9333,109.4602,-986.8263,-121.5836,231.0438,0.20718,1.4119,7.7487,3.169,Good
