,std_AP_COM,std_ML_COM,std_vertical_COM,std_AP_vCOM,std_ML_vCOM,std_vertical_vCOM,max_AP_vCOM,max_ML_vCOM,std_vertical_aCOM,max_ML_aCOM,max_AP_aCOM,SS_duration_ratio,DS_duration_ratio,std_length,std_width,max_clearance,std_AP_COP,std_ML_COP,std_ML_vCOP,max_ML_vCOP,std_AP_vCOP,max_AP_vCOP,std_AP_aCOP,std_ML_aCOP,std_AP_xCOM,std_ML_xCOM,std_vertical_xCOM,mean_AP_MOS,mean_ML_MOS,std_AP_MOS,std_ML_MOS,mean_ML_SS_MOS,mean_ML_DS_MOS,max_ML_MOS,min_AP_MOS,min_ML_MOS,ROM_ML_MOS,mean_AP_IA,mean_ML_IA,std_AP_IA,std_ML_IA,target_performance
21,204.8007,11.6771,10.624,164.6848,232.2489,288.1011,3432.6337,372.9149,14941.8518,81579.7899,104647.5213,0.92857,0.071429,213.6016,19.622,138.9398,0.0,0.0,0.0,0.0,0.0,0.0,163.7679,231.0211,0.19611,0.024842,0.041008,-242.3626,-26.4641,147.0639,39.8284,-34.2698,75.0108,117.6705,-566.5698,-114.3233,231.9938,8.125300000000003,8.125300000000003,8.125300000000003,8.125300000000003,Good
22,205.1479,8.4185,11.5142,179.0964,239.1307,312.9044,3528.9195,442.4365,14013.0008,79660.3283,91545.2485,0.63636,0.36364,217.0154,17.2103,118.3653,0.073068,0.019004,1.4751,12.205,1.1483,9.0983,1030.8569,818.8335,0.19226,0.029502,0.043439,-204.0543,14.0632,101.022,62.4061,-22.2572,77.6238,114.0665,-430.9495,-108.2726,222.3391,1.3542,3.9387,7.7814,0.70284,Good
23,215.6153,11.6066,11.3873,200.4915,240.4095,295.8582,3528.6361,333.8862,13745.278,112900.9531,72849.2693,0.82759,0.17241,222.1283,23.4909,137.7044,0.19635,0.051059,4.7958,37.5925,16.597,79.5469,9941.7878,2935.5117,0.20374,0.026287,0.040906,-333.6196,-17.2451,222.1687,58.9974,-37.6123,80.5175,116.5547,-861.9377,-126.0034,242.5581,-1.9997,-3.2492,7.8859,2.4082,Good
24,184.0792,12.042,12.1654,186.2177,204.7852,303.2202,2291.6131,513.8677,13887.2945,57197.8551,119446.6281,0.76636,0.23364,199.453,23.2781,101.1402,0.23734,0.012366,2.581,26.7278,76.0987,786.4439,47236.4506,1619.2727,0.16684,0.020844,0.042104,-182.4997,8.8098,110.8229,46.0638,-10.948,73.6154,118.2307,-456.6046,-90.2558,208.4865,-3.9867,3.3928,8.187,0.35417,Bad
25,195.1907,9.1447,9.6677,146.8873,179.3649,248.184,2526.0624,240.1854,10981.6241,45262.3646,40764.827,0.66667,0.33333,199.8966,14.3783,124.3981,0.19607,0.046124,1.8105,1.8553,6.0999,6.0521,2589.1904,779.6404,0.18307,0.020389,0.035178,-146.0392,9.0982,83.5184,59.1473,-21.7621,70.8186,116.4224,-344.4926,-96.8991,213.3215,0.14035,-3.4266,7.115,2.4783,Bad
26,180.1376,8.2983,12.2612,217.5067,206.8996,323.7363,2278.5029,400.7444,16826.4489,54083.8668,65365.7238,0.69444,0.30556,195.5702,11.8565,105.7346,0.19046,0.050768,1.6994,7.3748,5.8581,0.051844,1023.0657,360.5485,0.16101,0.024984,0.046494,-112.0461,11.5264,72.3899,65.5027,-22.4623,88.7736,133.8465,-288.7564,-98.4499,232.2964,-0.7366,2.7151,8.3617,2.8397,Bad
27,182.584,10.1793,10.6143,148.9399,241.5676,264.0204,2343.6065,424.3212,11803.4892,73609.47,66319.5865,0.77982,0.22018,191.9874,18.8857,126.6986,0.16078,0.047473,1.9599,0.94547,4.9285,2.0153,1793.0161,721.0791,0.17145,0.029679,0.036745,-167.3397,-11.9573,121.9689,63.2428,-41.7413,93.5274,120.4656,-482.1978,-96.0278,216.4934,-0.20286,-4.3146,6.3136,2.5461,Bad
28,179.6354,14.2812,11.7886,187.7307,233.8557,312.7228,2983.0885,244.7593,16171.1516,90683.1576,134423.9338,0.90265,0.097345,194.8356,28.8547,129.3045,0.34131,0.025872,2.9227,0.14507,42.1602,1.3494,27019.4956,1875.0002,0.16793,0.02241,0.044482,-132.9298,-2.9134,117.3143,39.56,-14.4238,103.8195,112.975,-401.2409,-54.0395,167.0145,1.0701,-4.8242,7.3201,0.55825,Bad
29,182.9127,8.8494,10.0528,155.0336,197.1347,271.8771,3034.2619,354.8222,14676.1401,149156.4671,192212.7561,0.81818,0.18182,191.042,11.4312,85.9704,0.15558,0.043717,2.0341,11.9749,5.9261,36.3503,2202.7174,733.9489,0.17311,0.022612,0.037936,-168.5852,-10.5784,111.2252,47.1609,-22.2722,42.0435,109.3327,-422.7373,-92.3918,201.7245,-0.031079,3.0269,6.6469,2.3638,Bad
30,195.2602,13.5316,11.9261,199.3621,219.2439,282.1394,2955.5063,280.9824,14432.1889,67051.9301,66308.8535,0.73554,0.26446,204.6703,13.8744,142.9986,0.13782,0.040206,1.6717,0.36048,5.21,36.3503,1372.9297,445.2299,0.18774,0.021597,0.038759,-163.9282,19.811,123.3706,45.8273,2.1466,68.9401,119.2778,-492.3241,-103.6952,222.973,-0.36558,-3.2075,7.5084,1.8218,Bad
31,199.0255,8.5069,9.4735,122.5876,206.5259,278.44,3341.8419,396.7803,13654.1606,54194.0674,64325.7701,0.64706,0.35294,209.7491,17.3317,101.3987,0.19909,0.03885,1.6952,12.9342,6.4112,48.7669,2563.9152,672.1615,0.19217,0.023889,0.038526,-258.0235,-0.31531,221.9368,70.8935,-37.7165,68.2535,112.2087,-817.4762,-110.4465,222.6552,-0.66944,2.9019,7.3104,2.0721,Bad
32,177.4012,10.8069,11.3702,170.4473,232.8785,288.9216,2264.9482,529.5067,15195.8152,59395.654,115306.2585,0.70909,0.29091,190.973,17.6836,90.652,0.052455,0.0024374,0.12414,0.56744,0.41748,0.25016,45.795,16.4123,0.16425,0.024167,0.037501,-119.7857,7.8615,72.7967,63.341,-19.4127,74.3425,129.5182,-300.7284,-125.4025,254.9207,-4.0464,3.916,8.1094,0.70747,Bad
33,177.7722,8.8443,8.8883,180.3943,247.0178,246.6912,2375.5364,360.4518,11445.5525,42951.8273,77251.2986,0.8,0.2,191.4223,21.581,128.5265,0.15773,0.043761,1.9613,2.9896,4.936,1.9843,2375.6474,945.4813,0.16132,0.030035,0.033698,-132.9011,-13.6436,102.6959,60.4761,-38.6431,86.3541,119.8821,-397.6843,-114.6524,234.5345,-0.6194,-4.1051,6.3701,2.4034,Bad
34,182.3254,12.9308,13.0325,182.4994,282.0682,329.7581,2209.483,562.7363,15875.3592,49830.2704,56122.8108,0.72269,0.27731,194.5572,20.3578,102.9245,0.12056,0.039141,5.3716,54.9457,13.5663,3.6512,8690.658,3430.9293,0.1751,0.030817,0.045414,-74.3942,3.7181,67.6196,66.7528,-27.3384,84.6532,136.9594,-253.1923,-109.5716,246.531,-1.5012,4.127,8.2524,2.0982,Bad
35,177.1307,14.8468,12.1558,171.6887,259.2498,310.231,2388.1087,344.5566,14537.1805,115253.4059,93882.8976,0.85321,0.14679,192.4119,27.7372,117.4716,0.08581,0.033363,4.9943,46.6245,9.7415,84.8191,5560.5181,3011.435,0.16255,0.02457,0.040064,-166.7638,-18.3351,124.5875,49.0436,-33.468,69.625,107.3214,-470.3739,-109.5716,216.893,-1.5436,-1.3116,7.5563,3.771,Bad
36,172.2224,8.5968,11.0834,187.9003,241.24,298.8627,3147.3316,343.9765,18708.4199,92805.1494,217041.9188,0.78704,0.21296,190.3786,25.1238,96.3286,0.046161,0.0042325,0.17175,1.1757,0.47472,1.7181,77.5812,36.6071,0.15726,0.031,0.042839,-111.9549,0.020114,79.7149,64.069,-24.8748,92.0229,131.1368,-301.6768,-126.9813,258.118,3.8676,-5.0321,8.1588,0.47949,Bad
37,184.1592,14.418,10.5314,139.3537,245.9477,270.0264,2867.706,513.0907,13505.4366,114219.7222,140330.5516,0.70909,0.29091,190.8433,24.0927,118.3106,0.16798,0.055379,2.1039,14.2049,4.5877,31.1988,1773.7678,786.4367,0.17447,0.025112,0.037898,-148.6329,13.7011,90.5608,62.2316,-22.2183,101.2546,117.957,-359.797,-113.001,230.9579,-0.30611,3.4056,6.186,2.8058,Bad
38,177.8091,9.1003,9.9395,186.7973,211.8075,278.8182,2968.4035,280.6394,13280.213,52791.5795,63603.504,0.66355,0.33645,193.45,19.493,103.9988,0.15528,0.040307,2.0366,0.13421,5.9485,50.8981,2597.5099,885.0381,0.15916,0.02448,0.039867,-197.4099,-4.3006,199.8186,77.0736,-45.1572,76.2777,131.1346,-736.6608,-122.2761,253.4107,0.72995,-3.6119,6.2623,2.1234,Bad
39,181.8566,12.1019,10.4463,172.5462,223.9385,245.0352,2904.8762,443.526,11877.9975,24766.1138,47640.9712,0.79279,0.20721,190.5393,20.6033,126.9442,0.17043,0.049518,2.005,15.8431,5.334,41.8778,2215.2057,843.9456,0.16484,0.024233,0.033529,-249.1369,-14.8722,212.9178,72.4788,-46.5229,106.2261,126.6164,-716.149,-131.5088,258.1251,0.79242,2.9637,6.2339,2.5242,Bad
40,79.2225,4.829,9.4291,115.4002,65.2816,95.2772,2377.8674,63.5948,9867.6639,10744.435,23760.7243,0.81651,0.18349,188.5906,17.8726,65.8342,0.04506,0.0024306,0.12697,0.4756,0.54224,0.0064465,270.7576,104.1094,0.071379,0.013005,0.011695,-60.101,6.1762,90.0422,97.5272,-66.8111,108.3585,133.957,-262.6738,-125.3264,259.2833,5.667,3.7964,3.4057,0.407,Bad
41,182.8167,13.587,11.6463,160.3549,234.5786,297.5539,2346.0138,249.9103,13633.8512,56343.8806,119571.0765,0.77477,0.22523,195.0596,18.9609,132.9874,0.16199,0.051573,1.8093,1.0883,4.8235,2.6319,1592.6566,608.6936,0.17134,0.022161,0.038502,-140.6832,3.8604,102.4082,54.2056,-17.0648,75.8431,115.6111,-431.9632,-116.7433,232.3543,-0.025075,-4.09,6.5819,2.5673,Bad
42,184.4666,10.3581,11.4116,187.4478,216.0878,304.1017,2404.3855,453.89,13780.3775,56356.8578,57177.4889,0.72566,0.27434,199.1638,18.2125,110.4215,0.16101,0.042402,2.037,16.4485,6.4129,10.3491,2966.4608,948.3926,0.16946,0.022439,0.040878,-131.9839,8.996,95.6135,55.4639,-13.659,68.922,119.264,-403.991,-105.8812,225.1452,-0.88085,2.7193,6.4551,2.1878,Bad
43,182.1985,10.2735,10.6281,205.2408,231.1372,264.7287,2276.2853,325.0018,13456.9406,90728.6997,51327.278,0.75893,0.24107,191.2982,14.9308,118.0231,0.16916,0.057223,4.9776,48.4144,6.1149,29.0827,2977.1839,3106.1899,0.16258,0.025232,0.034207,-140.4674,-9.0646,94.5203,52.826,-18.9083,21.9249,111.662,-394.8251,-111.98,223.6421,-2.8246,-3.3429,5.5909,2.8251,Bad
44,208.5618,14.3582,10.828,150.7503,225.9481,274.8751,2685.1136,208.8016,14182.7456,91941.421,88783.8144,0.73333,0.26667,220.4463,24.0015,137.9157,0.17396,0.058405,2.5967,2.4926,6.5984,5.0161,3201.255,1177.8689,0.19287,0.024811,0.043465,-257.9147,-5.8167,112.3322,64.4148,-37.7676,82.0483,124.0195,-575.6165,-109.4044,233.4239,-0.087178,-4.3704,6.776,2.4604,Bad
45,222.5512,8.4994,10.6573,115.9491,238.9819,273.1889,2804.739,415.4786,13545.9877,59827.7334,56879.0658,0.86111,0.13889,224.9091,21.7904,122.0125,0.1808,0.053611,2.2161,16.045,6.7412,15.4608,2869.6082,936.7092,0.21653,0.036458,0.044434,-345.0388,-47.5974,163.7606,58.2533,-64.451,56.8951,101.4779,-703.0671,-141.9148,243.3927,1.2628,3.6797,7.0277,2.5459,Bad
46,214.0766,14.3426,13.0981,192.3441,230.9729,302.4626,2817.9255,231.217,12425.4173,66390.5433,90656.9254,0.89423,0.10577,228.1142,27.1713,141.6166,0.17263,0.055555,3.4232,2.1008,9.4241,6.1222,4481.8352,1614.2547,0.19217,0.024851,0.046732,-353.1236,-38.9952,172.6182,49.1396,-46.9954,28.6426,113.4065,-843.4319,-176.1796,289.5861,-0.54848,-4.7111,7.6773,2.3455,Bad
47,189.8686,11.2907,8.934,108.6558,235.5692,241.1055,2500.2458,545.0342,11501.5197,47204.7253,57090.5186,0.89623,0.10377,202.2493,17.3746,77.7561,0.14451,0.048031,1.4319,4.8278,3.5133,0.054856,1917.6946,728.9036,0.18288,0.028713,0.037758,-274.5791,-31.6958,135.1854,44.9611,-42.7218,63.5281,111.7517,-573.3474,-101.2336,212.9853,0.10531,3.51,5.6756,2.0272,Bad
48,186.5163,8.8978,9.6248,192.6342,228.4483,213.23,2462.0325,308.3496,13443.3839,48413.7987,122183.8435,0.7619,0.2381,203.9082,11.6212,131.5573,0.16555,0.049355,2.5279,1.5191,6.594,4.067,2854.9465,1085.7892,0.16129,0.030834,0.03141,-226.9767,-23.7648,119.3772,70.722,-54.9728,76.1009,116.7686,-701.5308,-132.8532,249.6218,-1.5079,-4.3345,5.7222,2.2208,Bad
49,203.1337,13.5947,9.2786,115.0399,260.6092,222.9026,2348.4496,486.1952,16918.0691,38563.7711,110671.4234,0.7395,0.2605,199.0912,22.514,121.4336,0.1597,0.062594,2.6653,15.8499,6.6511,37.8684,2619.9115,1046.7909,0.19552,0.032914,0.036803,-259.4227,-18.6063,132.3672,57.9275,-45.5304,57.8234,101.7454,-589.4661,-120.7054,222.4507,1.7637,3.4126,7.0678,2.6654,Bad
50,173.2977,11.1085,9.3124,159.2061,199.8282,219.0451,2369.5771,197.6398,21723.5526,64112.8777,142078.8037,0.9901,0.009901,197.4158,11.0442,134.4029,0.06216,0.020927,0.87104,0.0,2.6126,11.5632,401.444,112.8632,0.15366,0.021804,0.030353,-349.3933,-68.3421,208.3272,40.6641,-70.0823,105.6836,105.6836,-815.3482,-143.4848,249.1683,29.0542,0.61984,4.6424,1.2446,Bad
51,196.6543,7.2676,8.648,115.4849,199.3802,252.606,3212.6909,357.2408,14206.7829,65220.7753,65919.7355,0.90654,0.093458,198.3712,19.3459,58.0548,0.0021822,0.00070069,0.62593,5.9217,1.985,18.8093,882.1148,278.702,0.20576,0.027897,0.039906,-353.4283,-40.9748,147.9587,46.1536,-48.6611,33.5824,104.1705,-683.3267,-108.9353,213.1057,5.8072,2.3845,0.43797,0.19835,Bad
52,190.396,8.5003,11.9945,243.4818,238.5141,274.4962,3482.2039,537.1582,13569.8036,76541.5641,70132.4394,0.90291,0.097087,214.1632,18.8069,130.5242,0.090198,0.017209,0.79793,5.9217,2.5384,18.8093,747.0735,236.4165,0.15928,0.031226,0.040134,-285.0912,-45.5691,127.5964,49.4926,-55.7698,49.2976,111.3051,-774.3919,-151.7968,263.1019,2.7896,4.7336,6.6211,0.52159,Bad
53,193.5937,10.4095,8.135,179.7886,284.3869,225.1992,3059.0434,486.8491,12197.8423,51613.8237,89623.2954,0.84071,0.15929,198.1657,28.8572,115.6448,0.20028,0.071608,4.5676,32.1197,11.1199,36.9361,6096.2056,2510.2893,0.17335,0.040317,0.03546,-319.4569,-66.1746,206.7332,64.1575,-82.4166,19.5471,109.8174,-826.5479,-152.4878,262.3052,-0.96984,-3.9332,6.694,3.3793,Bad
54,182.5416,15.6346,7.9836,135.6406,273.2358,209.9902,2911.1788,569.7842,28322.6133,63316.1978,122253.7251,0.73832,0.26168,195.5483,28.9238,126.409,0.159,0.058958,2.6542,19.1802,5.1082,36.9448,1760.4788,902.5354,0.16757,0.029698,0.03122,-279.267,-27.2794,197.4768,84.2139,-68.1828,88.1269,124.241,-797.7293,-177.8782,302.1192,-0.61806,4.3359,5.1055,2.4222,Bad
55,195.8419,10.3766,6.9805,106.7238,229.8252,176.64,2268.7937,495.39,10823.8236,99107.6638,115934.472,0.86726,0.13274,195.2847,12.7309,106.821,0.2812,0.026803,5.6129,58.9731,55.5555,589.9421,34649.9146,3710.7812,0.18845,0.030448,0.027217,-271.2439,-36.1296,132.4857,53.7323,-51.1625,62.085,106.8108,-568.6669,-118.5083,225.3191,-2.8042,4.6197,7.8352,0.52074,Bad
56,183.1422,9.7703,8.4689,164.915,229.0076,201.0943,2377.7536,276.401,12974.3992,44782.2399,62846.4262,0.83019,0.16981,198.053,17.4991,129.6197,0.16404,0.050477,2.4895,1.9786,5.8858,4.5224,2257.0823,953.5714,0.16328,0.029136,0.030313,-249.1767,-25.733,106.5371,60.0937,-50.3611,94.6711,121.7177,-492.5087,-99.4176,221.1352,-0.48068,-4.1509,5.7837,2.2447,Bad
57,194.4747,13.2285,7.374,115.5446,208.3434,200.0712,2376.2614,559.4968,10674.6649,61132.0543,91417.7552,0.81081,0.18919,197.1392,21.2497,118.9878,0.18077,0.057816,2.3806,18.2795,5.7956,9.8318,2552.4203,1021.1125,0.1837,0.02316,0.032361,-269.8244,-17.0932,125.3492,50.7007,-38.3432,73.978,115.6698,-552.2415,-87.5527,203.2224,0.66552,2.8468,5.4456,2.4415,Bad
58,208.2155,5.9416,14.729,176.8416,157.4078,386.5608,2622.421,188.6649,15773.8709,32289.5591,96689.5618,0.71717,0.28283,214.3204,15.2969,121.8816,0.18475,0.03547,1.9848,1.2899,7.9761,5.3349,3478.5245,861.7805,0.19577,0.021941,0.061684,-268.368,13.4528,118.8654,45.2941,-9.4159,71.4414,92.0582,-596.9519,-78.649,170.7072,0.13835,-3.3327,8.4405,1.8665,Good
59,213.5757,5.9067,17.2963,218.4481,183.8152,431.2194,2644.4721,320.1905,17847.9052,85234.205,84880.8992,0.7451,0.2549,218.5131,21.2497,100.5685,0.25937,0.045387,5.7964,11.7892,46.4108,168.9097,26296.8042,3245.9547,0.19722,0.028982,0.068275,-343.5121,-17.8471,223.3749,55.7294,-41.4334,51.0973,91.528,-917.9923,-85.2654,176.7935,-3.2928,1.7974,7.2977,3.1497,Good
60,202.496,6.6365,15.7345,207.9905,189.6273,383.4748,2523.6959,321.1222,21055.9992,164746.1589,227982.0773,0.9703,0.029703,225.5465,23.9472,160.7888,0.046104,0.0057693,0.16164,0.26141,0.59319,0.035355,25.4302,10.4664,0.19097,0.026043,0.059196,-419.6465,-45.363,235.1937,37.6759,-47.3637,19.9924,73.7612,-881.2898,-122.2299,195.9911,-2.4362,-4.5431,9.7164,0.48911,Good
61,200.4897,6.8661,13.4404,180.8895,174.8018,356.4251,3195.4395,381.2855,14949.5292,37232.5412,64219.9123,0.82178,0.17822,211.5979,17.5014,124.9859,0.17615,0.038639,2.1773,16.9842,7.3567,57.1459,3146.5063,930.1012,0.18576,0.02355,0.056908,-276.6675,-4.4692,131.2082,42.929,-19.2951,63.895,100.2714,-575.7598,-82.4372,182.7086,-0.2176,2.9901,7.9491,2.0339,Good
62,203.4586,7.2623,14.9356,191.6512,189.7329,367.3717,3225.9281,269.6417,15048.1184,66776.4698,41607.147,0.7549,0.2451,213.4316,19.7806,101.847,0.17159,0.038909,1.8401,2.3043,6.8961,46.4533,2858.4606,797.3992,0.18751,0.02629,0.057062,-323.9734,-28.1188,225.0891,56.4544,-41.4098,12.8177,110.748,-888.1527,-103.4737,214.2218,-0.56256,-3.8234,7.9768,2.0203,Good
63,200.0822,8.0972,12.8654,177.6896,188.135,343.0335,3205.5723,461.3049,12469.5461,37500.4801,80848.9874,0.78,0.22,211.4186,19.9394,128.5759,0.15183,0.035168,2.5559,17.9457,7.9166,56.3794,3249.415,1034.8643,0.18507,0.024072,0.054634,-326.9249,-14.7146,214.6715,57.5957,-36.6221,62.9575,97.6529,-855.4654,-129.362,227.0149,0.42643,3.3264,7.8957,1.7922,Good
64,189.2817,9.4634,14.1662,174.2284,198.3075,340.4653,3024.8288,271.1569,13091.5443,74940.727,77775.3254,0.83333,0.16667,202.4877,20.8134,84.6632,0.044321,0.010519,0.21542,0.20231,0.56839,2.6764,144.519,46.5379,0.1788,0.024585,0.051383,-261.7064,-7.7602,127.2852,42.1611,-21.4816,60.8467,102.2759,-556.5833,-68.4062,170.6822,2.5478,-4.6569,9.012,0.11666,Good
65,199.8749,9.3272,10.8539,174.8342,168.8349,291.9881,3198.205,422.3515,11643.5643,46458.191,43505.6439,0.76471,0.23529,205.6943,15.1183,129.6156,0.17578,0.042481,2.0101,15.2028,6.5114,48.4462,2619.9268,817.6944,0.18586,0.019264,0.045759,-263.0447,7.4536,124.7099,42.5828,-11.0898,67.7195,97.9858,-578.4132,-74.1263,172.1121,-0.60994,3.0183,7.8614,2.13,Good
66,195.7965,5.9191,14.9203,216.1192,162.6817,370.9568,3185.4875,250.4298,13843.2776,43981.4991,53691.132,0.81553,0.18447,207.5732,13.0873,104.1691,0.16172,0.035169,1.6329,0.72877,7.0275,55.3364,2766.0885,655.9103,0.17709,0.022727,0.057275,-326.321,-16.5323,212.2926,44.4733,-27.1498,30.4086,92.1375,-867.9177,-99.1869,191.3244,-0.022818,-3.2234,8.1214,1.8484,Good
67,190.3938,9.0991,12.6333,178.4855,175.8277,307.7579,2447.872,400.2701,12558.4725,50938.6495,116715.3048,0.87255,0.12745,204.6591,15.3898,93.4828,0.051782,0.0040587,0.15725,0.76454,0.48165,0.15886,43.965,21.8246,0.17419,0.020614,0.046073,-257.9103,-15.8713,129.9463,33.5139,-20.5885,16.4232,94.4521,-556.4464,-90.764,185.2161,-3.3404,3.4965,8.5446,0.38619,Good
68,197.2816,6.1885,11.5312,174.5085,170.6594,298.0626,2484.9832,246.4202,13311.0148,62528.7184,72748.0376,0.82692,0.17308,203.1646,14.7781,135.3575,0.18074,0.038401,1.9733,2.2122,6.8025,7.2867,2777.7019,814.2601,0.18318,0.023496,0.045691,-265.1712,-7.4974,128.1318,41.1963,-18.6184,45.6359,92.9693,-563.111,-83.7696,176.7389,0.12518,-3.2233,7.7404,2.0382,Good
69,193.2943,7.3805,13.3586,211.0711,199.0443,342.311,2398.2138,378.1764,15759.3991,89421.307,79350.3293,0.84466,0.15534,204.5925,14.0585,98.88,0.17067,0.03714,1.6806,11.9913,6.6163,5.5629,2605.4587,665.7238,0.17345,0.027112,0.052223,-263.8791,-18.6282,125.4352,42.1872,-28.4788,34.9346,94.8028,-559.774,-92.6309,187.4336,-0.60344,3.0072,7.6076,1.8856,Good
70,196.1414,7.959,10.6552,180.3627,202.0395,277.4552,2461.953,409.472,18347.5985,67198.9654,164913.8396,0.81905,0.18095,205.9689,18.9142,138.1362,0.16464,0.041292,1.8961,1.9424,6.0763,5.9876,2086.2086,661.1419,0.18221,0.026732,0.042825,-308.6578,-33.8499,203.3243,49.1317,-44.5222,14.4562,110.4453,-832.2951,-114.3203,224.7656,0.22949,-3.8886,7.6043,2.1199,Good
71,188.0592,9.3653,10.9594,194.3545,229.2617,268.2741,2286.4371,423.0089,11510.4898,16732.409,80545.9665,0.76119,0.23881,200.289,20.4063,75.949,0.076253,0.0096102,1.0134,0.62049,3.2035,0.017394,1090.1196,326.5968,0.17494,0.05272,0.066275,-447.957,5.4868,99.0539,33.5886,0.33182,21.9181,64.7473,-689.858,-72.9054,137.6527,-2.0983,2.807,6.8593,0.63411,Moderate
72,180.962,9.8118,11.614,173.0756,207.4108,304.244,2350.512,318.1883,10752.8537,17841.8257,43924.2584,0.70313,0.29688,194.944,7.8556,121.5825,0.1292,0.029362,1.4894,7.9456,4.4632,2.9287,1187.5436,372.6896,0.16674,0.045581,0.07569,-428.8455,8.5756,76.0248,45.1474,7.7216,10.5983,106.2615,-622.6491,-114.6937,220.9552,-0.055394,-3.0218,5.0978,1.1855,Moderate
73,183.8302,8.343,10.4431,171.0745,199.8951,274.0317,2439.7375,369.467,6806.2809,9646.0434,23673.3827,0.83871,0.16129,198.7409,14.2939,69.5733,0.11321,0.024392,3.7861,27.3995,12.2555,0.1027,4506.2832,1368.2361,0.16158,0.045087,0.066835,-528.8756,-8.0041,115.2748,36.6313,-11.7022,11.2259,64.9369,-813.1952,-87.4964,152.4333,-1.4394,3.131,6.7316,1.1393,Moderate
74,184.3913,8.6675,11.3586,196.8547,197.7912,298.682,2308.3587,320.9297,11300.0821,37494.492,40270.7993,0.82813,0.17188,200.9965,5.1777,126.6135,0.079702,0.026939,3.3045,22.3373,8.0206,44.7779,2511.3787,1127.7849,0.15563,0.044347,0.075233,-484.5971,-8.144,141.866,46.204,-13.3033,16.7146,93.0334,-985.3728,-130.8883,223.9218,-1.911,-1.3583,5.7545,2.1488,Moderate
75,183.2844,10.7308,9.7456,177.6708,220.2091,255.7469,2286.4872,485.5896,12306.1615,27444.1978,75771.8039,0.82857,0.17143,191.6676,17.4236,55.2136,0.071668,0.0075502,0.91215,0.33544,3.1007,0.026599,1014.0179,283.9431,0.1695,0.0437,0.057866,-419.568,12.2481,95.3795,30.6431,5.1595,46.5093,77.4165,-666.8349,-56.6669,134.0834,-2.4673,2.5091,6.6462,0.67948,Moderate
76,177.7836,7.2884,10.6146,186.1716,200.2997,270.6571,2262.9223,352.1112,10956.7084,19207.1368,54755.7371,0.77143,0.22857,191.8909,6.5329,123.8658,0.12428,0.023135,1.3665,8.0792,4.4102,4.0171,1352.6151,397.6121,0.16928,0.043788,0.063061,-380.4085,3.0525,87.8599,40.9827,-1.5371,18.5423,110.3308,-619.4446,-113.0948,223.4256,0.05842,-2.7596,4.86,0.97744,Moderate
77,178.7728,8.4359,9.9375,183.8031,228.933,259.0607,2326.7761,368.1793,9033.6075,12571.5546,31182.3886,0.82609,0.17391,191.1277,17.0026,63.157,0.13812,0.027759,1.4471,3.1099,4.09,3.8404,1212.1922,402.5853,0.1599,0.049946,0.059652,-428.2803,-2.8106,101.6409,38.4416,-6.2951,13.7409,61.1143,-678.6867,-88.9329,150.0472,-0.34538,2.144,4.5558,1.1664,Moderate
78,164.1543,9.9294,9.4939,151.3606,189.447,274.4334,2332.2819,268.2917,6749.649,14751.0884,29924.2504,0.9375,0.0625,188.0912,7.8481,142.3138,0.1151,0.029134,1.0225,0.11942,3.108,0.057021,461.6836,122.1663,0.15427,0.036316,0.06341,-429.2126,-0.94337,143.5523,39.3284,-3.4837,37.1622,72.0451,-824.7541,-119.7293,191.7744,-0.11746,-3.1183,4.8224,1.1884,Moderate
79,174.6139,10.797,10.3066,151.2403,210.6431,277.2977,2229.3371,464.4223,12063.1483,40953.084,59803.1356,0.75758,0.24242,186.3998,13.6468,53.0161,0.067508,0.0068254,0.7893,0.33605,2.4151,0.054702,650.1319,204.9971,0.16373,0.042393,0.064856,-398.5019,22.2676,77.1586,38.13,11.6316,55.5048,113.4651,-589.3653,-84.3245,197.7895,-2.3533,2.6579,6.4732,0.77379,Moderate
80,170.9004,7.9871,8.8004,183.3062,167.1625,253.3895,2291.0871,235.2488,9076.4437,49840.7903,59649.0971,0.8125,0.1875,189.3326,7.2259,125.6868,0.13461,0.027333,0.86817,0.97068,2.9277,0.038701,773.6199,215.3616,0.14134,0.034324,0.058673,-411.9252,3.3599,81.8024,44.0468,3.6721,2.0071,94.6483,-652.8354,-108.1111,202.7595,-0.32305,-2.6331,4.791,1.1549,Moderate
81,190.4091,9.3598,8.705,180.3074,193.9254,219.9037,2328.5675,318.8222,8067.5071,10715.1684,26216.1946,0.8,0.2,194.8926,20.7369,109.7011,0.18659,0.037446,1.4275,6.829,4.7234,1.8652,1311.4208,389.4573,0.16466,0.041467,0.052562,-454.5642,1.0275,108.5077,41.6617,-4.081,21.4616,71.9431,-734.8907,-79.2114,151.1545,0.18411,1.7257,5.1063,1.6432,Moderate
82,180.1854,9.7177,10.1807,192.0235,188.1308,261.87,2292.1818,249.6061,9599.9129,20885.86,36471.0996,0.88235,0.11765,196.3134,8.2786,129.5842,0.15823,0.041562,2.8567,20.4619,4.6246,14.6902,1107.4389,990.2154,0.15061,0.038377,0.062503,-453.9288,-15.5038,146.0614,43.4309,-16.2393,-9.9879,81.8439,-890.442,-116.4337,198.2776,-1.1991,-2.6803,3.941,1.7058,Moderate
